customer_id,current_ltv,ltv_month_3,ltv_month_6,ltv_month_12,value_at_risk,decay_rate_pct,decay_pattern,urgency,intervention_month,turning_point
4253,1065.0,420.89,0.0,0.0,1065.0,60.5,🔴 CRITICAL DECAY,Critical,1,1
4254,1013.4000000000001,510.25,7.09,0.0,1013.4,49.6,🟠 RAPID DECLINE,High,1,1
4255,903.5999999999999,705.89,508.18,112.77,790.83,21.9,🟡 DECLINING,Medium,1,1
4256,312.0,310.32,308.63,305.26,6.74,0.5,🟢 STABLE,Low,11,12
4257,1192.8000000000002,937.66,682.52,172.24,1020.56,21.4,🟡 DECLINING,Medium,7,8
4258,1314.6,737.49,160.38,0.0,1314.6,43.9,🟠 RAPID DECLINE,High,1,1
4259,235.20000000000002,104.1,0.0,0.0,235.2,55.7,🟠 RAPID DECLINE,High,1,2
4260,877.8000000000001,788.35,698.9,520.01,357.79,10.2,🟢 STABLE,Low,11,12
4261,655.8,578.68,501.56,347.31,308.49,11.8,🟢 STABLE,Low,11,12
4262,796.8000000000001,733.61,670.43,544.06,252.74,7.9,🟢 STABLE,Low,11,12
4263,1386.6,1380.08,1373.57,1360.53,26.07,0.5,🟢 STABLE,Low,11,12
4264,1253.4,596.87,0.0,0.0,1253.4,52.4,🟠 RAPID DECLINE,High,1,1
4265,1200.6,706.91,213.23,0.0,1200.6,41.1,🟠 RAPID DECLINE,High,1,1
4266,1224.0,1039.42,854.84,485.68,738.32,15.1,🟡 DECLINING,Medium,9,10
4267,1093.8000000000002,1091.61,1089.42,1085.05,8.75,0.2,🟢 STABLE,Low,11,12
4268,1076.4,992.98,909.56,742.72,333.68,7.7,🟢 STABLE,Low,11,12
4269,1082.4,846.98,611.56,140.71,941.69,21.7,🟡 DECLINING,Medium,6,7
4270,1108.8000000000002,1106.92,1105.03,1101.26,7.54,0.2,🟢 STABLE,Low,11,12
4271,238.79999999999998,227.03,215.25,191.71,47.09,4.9,🟢 STABLE,Low,11,12
4272,301.79999999999995,298.33,294.86,287.92,13.88,1.1,🟢 STABLE,Low,11,12
4273,958.1999999999999,314.1,0.0,0.0,958.2,67.2,🔴 CRITICAL DECAY,Critical,1,1
4274,226.20000000000002,220.21,214.21,202.22,23.98,2.6,🟢 STABLE,Low,11,12
4275,309.0,139.2,0.0,0.0,309.0,55.0,🟠 RAPID DECLINE,High,2,3
4276,595.2,286.77,0.0,0.0,595.2,51.8,🟠 RAPID DECLINE,High,1,2
4277,251.39999999999998,144.1,36.8,0.0,251.4,42.7,🟠 RAPID DECLINE,High,3,4
4278,1164.6,860.76,556.91,0.0,1164.6,26.1,🟡 DECLINING,Medium,5,6
4279,304.79999999999995,243.2,181.6,58.4,246.4,20.2,🟡 DECLINING,Medium,7,8
4280,236.39999999999998,235.45,234.51,232.62,3.78,0.4,🟢 STABLE,Low,11,12
4281,420.0,362.38,304.75,189.5,230.5,13.7,🟢 STABLE,Low,10,11
4282,1215.0,1140.52,1066.04,917.08,297.92,6.1,🟢 STABLE,Low,11,12
4283,842.4000000000001,155.68,0.0,0.0,842.4,81.5,🔴 CRITICAL DECAY,Critical,1,1
4284,1091.4,448.24,0.0,0.0,1091.4,58.9,🟠 RAPID DECLINE,High,1,2
4285,886.1999999999999,879.46,872.73,859.26,26.94,0.8,🟢 STABLE,Low,11,12
4286,1056.6,242.28,0.0,0.0,1056.6,77.1,🔴 CRITICAL DECAY,Critical,1,1
4287,1271.4,1028.44,785.47,299.54,971.86,19.1,🟡 DECLINING,Medium,7,8
4288,1102.1999999999998,318.65,0.0,0.0,1102.2,71.1,🔴 CRITICAL DECAY,Critical,1,1
4289,241.20000000000002,238.76,236.33,231.46,9.74,1.0,🟢 STABLE,Low,11,12
4290,481.20000000000005,270.53,59.86,0.0,481.2,43.8,🟠 RAPID DECLINE,High,1,1
4291,1323.6,1315.0,1306.39,1289.19,34.41,0.6,🟢 STABLE,Low,11,12
4292,886.8000000000001,293.0,0.0,0.0,886.8,67.0,🔴 CRITICAL DECAY,Critical,1,1
4293,1077.6,264.77,0.0,0.0,1077.6,75.4,🔴 CRITICAL DECAY,Critical,1,1
4294,1021.8000000000001,868.02,714.24,406.68,615.12,15.0,🟡 DECLINING,Medium,9,10
4295,731.4000000000001,714.87,698.34,665.28,66.12,2.3,🟢 STABLE,Low,11,12
4296,867.0,761.57,656.15,445.29,421.71,12.2,🟢 STABLE,Low,11,12
4297,882.5999999999999,873.33,864.07,845.53,37.07,1.1,🟢 STABLE,Low,11,12
4298,552.0,444.47,336.94,121.88,430.12,19.5,🟡 DECLINING,Medium,7,8
4299,702.5999999999999,666.56,630.51,558.43,144.17,5.1,🟢 STABLE,Low,11,12
4300,295.20000000000005,279.97,264.74,234.27,60.93,5.2,🟢 STABLE,Low,11,12
4301,237.0,236.15,235.29,233.59,3.41,0.4,🟢 STABLE,Low,11,12
4302,1036.1999999999998,998.48,960.76,885.33,150.87,3.6,🟢 STABLE,Low,11,12
4303,306.0,301.59,297.19,288.37,17.63,1.4,🟢 STABLE,Low,11,12
4304,228.0,221.59,215.19,202.37,25.63,2.8,🟢 STABLE,Low,11,12
4305,234.60000000000002,231.36,228.13,221.65,12.95,1.4,🟢 STABLE,Low,11,12
4306,1321.1999999999998,1100.3,879.39,437.58,883.62,16.7,🟡 DECLINING,Medium,8,9
4307,1158.6,428.33,0.0,0.0,1158.6,63.0,🔴 CRITICAL DECAY,Critical,1,1
4308,837.0,458.17,79.35,0.0,837.0,45.3,🟠 RAPID DECLINE,High,1,1
4309,607.2,301.78,0.0,0.0,607.2,50.3,🟠 RAPID DECLINE,High,1,1
4310,787.1999999999999,785.23,783.26,779.33,7.87,0.3,🟢 STABLE,Low,11,12
4311,481.20000000000005,252.73,24.25,0.0,481.2,47.5,🟠 RAPID DECLINE,High,1,2
4312,985.1999999999999,979.19,973.18,961.16,24.04,0.6,🟢 STABLE,Low,11,12
4313,949.1999999999999,447.17,0.0,0.0,949.2,52.9,🟠 RAPID DECLINE,High,2,3
4314,1215.0,248.35,0.0,0.0,1215.0,79.6,🔴 CRITICAL DECAY,Critical,1,1
4315,954.5999999999999,77.8,0.0,0.0,954.6,91.8,🔴 CRITICAL DECAY,Critical,1,1
4316,1087.8000000000002,1082.47,1077.14,1066.48,21.32,0.5,🟢 STABLE,Low,11,12
4317,246.60000000000002,235.18,223.76,200.93,45.67,4.6,🟢 STABLE,Low,11,12
4318,909.0,838.92,768.83,628.66,280.34,7.7,🟢 STABLE,Low,11,12
4319,1320.0,873.44,426.89,0.0,1320.0,33.8,🟡 DECLINING,Medium,4,5
4320,250.20000000000002,245.87,241.54,232.89,17.31,1.7,🟢 STABLE,Low,11,12
4321,964.1999999999999,477.86,0.0,0.0,964.2,50.4,🟠 RAPID DECLINE,High,1,2
4322,841.8000000000001,132.84,0.0,0.0,841.8,84.2,🔴 CRITICAL DECAY,Critical,1,1
4323,1008.5999999999999,870.32,732.04,455.48,553.12,13.7,🟢 STABLE,Low,10,11
4324,809.4000000000001,713.89,618.38,427.36,382.04,11.8,🟢 STABLE,Low,11,12
4325,249.0,206.72,164.44,79.88,169.12,17.0,🟡 DECLINING,Medium,8,9
4326,1069.1999999999998,55.71,0.0,0.0,1069.2,94.8,🔴 CRITICAL DECAY,Critical,1,1
4327,838.8000000000001,204.0,0.0,0.0,838.8,75.7,🔴 CRITICAL DECAY,Critical,1,1
4328,613.2,426.97,240.74,0.0,613.2,30.4,🟡 DECLINING,Medium,4,5
4329,1132.8000000000002,495.6,0.0,0.0,1132.8,56.2,🟠 RAPID DECLINE,High,1,1
4330,939.0,323.2,0.0,0.0,939.0,65.6,🔴 CRITICAL DECAY,Critical,1,1
4331,306.6,306.02,305.43,304.27,2.33,0.2,🟢 STABLE,Low,11,12
4332,720.0,714.24,708.48,696.96,23.04,0.8,🟢 STABLE,Low,11,12
4333,1086.6,812.02,537.43,0.0,1086.6,25.3,🟡 DECLINING,Medium,5,6
4334,916.8000000000001,513.87,110.93,0.0,916.8,43.9,🟠 RAPID DECLINE,High,3,4
4335,1019.4000000000001,444.36,0.0,0.0,1019.4,56.4,🟠 RAPID DECLINE,High,1,2
4336,1321.1999999999998,1316.44,1311.69,1302.17,19.03,0.4,🟢 STABLE,Low,11,12
4337,1195.8000000000002,919.69,643.58,91.36,1104.44,23.1,🟡 DECLINING,Medium,6,7
4338,544.8,412.25,279.7,14.6,530.2,24.3,🟡 DECLINING,Medium,6,7
4339,828.0,794.22,760.44,692.87,135.13,4.1,🟢 STABLE,Low,11,12
4340,583.8,419.05,254.3,0.0,583.8,28.2,🟡 DECLINING,Medium,5,6
4341,529.8,157.99,0.0,0.0,529.8,70.2,🔴 CRITICAL DECAY,Critical,1,1
4342,718.2,716.19,714.18,710.16,8.04,0.3,🟢 STABLE,Low,11,12
4343,909.0,124.44,0.0,0.0,909.0,86.3,🔴 CRITICAL DECAY,Critical,1,1
4344,967.8000000000001,958.12,948.44,929.09,38.71,1.0,🟢 STABLE,Low,11,12
4345,246.60000000000002,242.8,239.0,231.41,15.19,1.5,🟢 STABLE,Low,11,12
4346,796.8000000000001,709.63,622.46,448.12,348.68,10.9,🟢 STABLE,Low,11,12
4347,1202.4,1179.07,1155.75,1109.09,93.31,1.9,🟢 STABLE,Low,11,12
4348,229.20000000000002,75.22,0.0,0.0,229.2,67.2,🔴 CRITICAL DECAY,Critical,1,1
4349,963.5999999999999,164.29,0.0,0.0,963.6,83.0,🔴 CRITICAL DECAY,Critical,1,1
4350,534.5999999999999,474.83,415.06,295.53,239.07,11.2,🟢 STABLE,Low,11,12
4351,244.20000000000002,155.46,66.72,0.0,244.2,36.3,🟠 RAPID DECLINE,High,4,5
4352,1101.6,949.03,796.46,491.31,610.29,13.8,🟢 STABLE,Low,10,11
4353,898.8000000000001,43.95,0.0,0.0,898.8,95.1,🔴 CRITICAL DECAY,Critical,1,1
4354,242.39999999999998,240.24,238.09,233.77,8.63,0.9,🟢 STABLE,Low,11,12
4355,604.2,304.21,4.23,0.0,604.2,49.7,🟠 RAPID DECLINE,High,3,4
4356,225.60000000000002,124.03,22.47,0.0,225.6,45.0,🟠 RAPID DECLINE,High,1,2
4357,245.39999999999998,163.71,82.01,0.0,245.4,33.3,🟡 DECLINING,Medium,4,5
4358,777.0,665.89,554.78,332.56,444.44,14.3,🟢 STABLE,Low,10,11
4359,1184.4,203.6,0.0,0.0,1184.4,82.8,🔴 CRITICAL DECAY,Critical,1,1
4360,1073.4,699.32,325.24,0.0,1073.4,34.9,🟡 DECLINING,Medium,4,5
4361,705.0,657.69,610.39,515.78,189.22,6.7,🟢 STABLE,Low,11,12
4362,248.39999999999998,239.56,230.71,213.03,35.37,3.6,🟢 STABLE,Low,11,12
4363,1027.1999999999998,740.51,453.82,0.0,1027.2,27.9,🟡 DECLINING,Medium,5,6
4364,963.5999999999999,954.73,945.87,928.14,35.46,0.9,🟢 STABLE,Low,11,12
4365,957.5999999999999,948.6,939.6,921.59,36.01,0.9,🟢 STABLE,Low,11,12
4366,958.1999999999999,552.21,146.22,0.0,958.2,42.4,🟠 RAPID DECLINE,High,1,2
4367,649.2,632.84,616.48,583.76,65.44,2.5,🟢 STABLE,Low,11,12
4368,970.1999999999999,212.28,0.0,0.0,970.2,78.1,🔴 CRITICAL DECAY,Critical,1,1
4369,297.0,103.53,0.0,0.0,297.0,65.1,🔴 CRITICAL DECAY,Critical,1,1
4370,970.8000000000001,849.45,728.1,485.4,485.4,12.5,🟢 STABLE,Low,11,12
4371,294.0,277.42,260.84,227.67,66.33,5.6,🟢 STABLE,Low,11,12
4372,241.79999999999998,159.73,77.67,0.0,241.8,33.9,🟡 DECLINING,Medium,4,5
4373,240.60000000000002,229.2,217.79,194.98,45.62,4.7,🟢 STABLE,Low,11,12
4374,235.20000000000002,234.87,234.54,233.88,1.32,0.1,🟢 STABLE,Low,11,12
4375,1371.6,1049.96,728.32,85.04,1286.56,23.4,🟡 DECLINING,Medium,6,7
4376,1203.6,978.77,753.94,304.27,899.33,18.7,🟡 DECLINING,Medium,8,9
4377,960.0,410.4,0.0,0.0,960.0,57.2,🟠 RAPID DECLINE,High,1,1
4378,250.20000000000002,244.22,238.24,226.28,23.92,2.4,🟢 STABLE,Low,11,12
4379,1079.4,1063.86,1048.31,1017.23,62.17,1.4,🟢 STABLE,Low,11,12
4380,240.0,234.98,229.97,219.94,20.06,2.1,🟢 STABLE,Low,11,12
4381,1090.1999999999998,687.15,284.11,0.0,1090.2,37.0,🟠 RAPID DECLINE,High,4,5
4382,585.0,290.28,0.0,0.0,585.0,50.4,🟠 RAPID DECLINE,High,1,1
4383,960.0,885.79,811.58,663.17,296.83,7.7,🟢 STABLE,Low,11,12
4384,956.4000000000001,423.59,0.0,0.0,956.4,55.7,🟠 RAPID DECLINE,High,1,1
4385,244.20000000000002,234.97,225.74,207.28,36.92,3.8,🟢 STABLE,Low,11,12
4386,690.5999999999999,686.39,682.17,673.75,16.85,0.6,🟢 STABLE,Low,11,12
4387,243.0,149.37,55.74,0.0,243.0,38.5,🟠 RAPID DECLINE,High,3,4
4388,232.79999999999998,231.05,229.31,225.82,6.98,0.8,🟢 STABLE,Low,11,12
4389,1204.8000000000002,721.07,237.35,0.0,1204.8,40.2,🟠 RAPID DECLINE,High,1,2
4390,695.4000000000001,609.52,523.64,351.87,343.53,12.3,🟢 STABLE,Low,11,12
4391,714.0,467.03,220.05,0.0,714.0,34.6,🟡 DECLINING,Medium,4,5
4392,230.39999999999998,137.3,44.19,0.0,230.4,40.4,🟠 RAPID DECLINE,High,1,2
4393,1038.0,254.21,0.0,0.0,1038.0,75.5,🔴 CRITICAL DECAY,Critical,1,1
4394,714.5999999999999,614.84,515.08,315.57,399.03,14.0,🟢 STABLE,Low,10,11
4395,1247.4,915.47,583.53,0.0,1247.4,26.6,🟡 DECLINING,Medium,1,1
4396,301.20000000000005,28.55,0.0,0.0,301.2,90.5,🔴 CRITICAL DECAY,Critical,1,1
4397,1247.4,1241.91,1236.42,1225.45,21.95,0.4,🟢 STABLE,Low,11,12
4398,827.4000000000001,820.78,814.16,800.92,26.48,0.8,🟢 STABLE,Low,11,12
4399,1237.1999999999998,1179.05,1120.9,1004.61,232.59,4.7,🟢 STABLE,Low,11,12
4400,296.4,199.89,103.38,0.0,296.4,32.6,🟡 DECLINING,Medium,1,2
4401,1322.4,1073.0,823.59,324.78,997.62,18.9,🟡 DECLINING,Medium,7,8
4402,587.4000000000001,546.99,506.57,425.75,161.65,6.9,🟢 STABLE,Low,11,12
4403,749.4000000000001,718.37,687.35,625.3,124.1,4.1,🟢 STABLE,Low,11,12
4404,1074.6,404.8,0.0,0.0,1074.6,62.3,🔴 CRITICAL DECAY,Critical,1,2
4405,1002.5999999999999,541.81,81.01,0.0,1002.6,46.0,🟠 RAPID DECLINE,High,1,1
4406,946.8000000000001,881.0,815.19,683.59,263.21,6.9,🟢 STABLE,Low,11,12
4407,244.20000000000002,199.9,155.6,67.01,177.19,18.1,🟡 DECLINING,Medium,8,9
4408,857.4000000000001,855.6,853.8,850.2,7.2,0.2,🟢 STABLE,Low,11,12
4409,556.2,552.36,548.52,540.85,15.35,0.7,🟢 STABLE,Low,11,12
4410,1135.8000000000002,400.82,0.0,0.0,1135.8,64.7,🔴 CRITICAL DECAY,Critical,1,2
4411,598.8,581.02,563.23,527.66,71.14,3.0,🟢 STABLE,Low,11,12
4412,305.4,299.17,292.94,280.48,24.92,2.0,🟢 STABLE,Low,11,12
4413,1069.8000000000002,455.31,0.0,0.0,1069.8,57.4,🟠 RAPID DECLINE,High,1,1
4414,249.0,222.76,196.51,144.02,104.98,10.5,🟢 STABLE,Low,11,12
4415,793.1999999999999,781.7,770.2,747.19,46.01,1.4,🟢 STABLE,Low,11,12
4416,904.8000000000001,795.41,686.02,467.24,437.56,12.1,🟢 STABLE,Low,11,12
4417,845.4000000000001,180.32,0.0,0.0,845.4,78.7,🔴 CRITICAL DECAY,Critical,1,1
4418,723.5999999999999,664.41,605.22,486.84,236.76,8.2,🟢 STABLE,Low,11,12
4419,252.60000000000002,142.74,32.89,0.0,252.6,43.5,🟠 RAPID DECLINE,High,3,4
4420,832.1999999999999,807.32,782.43,732.67,99.53,3.0,🟢 STABLE,Low,11,12
4421,1066.1999999999998,800.18,534.17,2.13,1064.07,25.0,🟡 DECLINING,Medium,6,7
4422,1164.0,934.81,705.62,247.23,916.77,19.7,🟡 DECLINING,Medium,7,8
4423,796.8000000000001,744.37,691.94,587.08,209.72,6.6,🟢 STABLE,Low,11,12
4424,297.0,122.9,0.0,0.0,297.0,58.6,🟠 RAPID DECLINE,High,1,1
4425,830.4000000000001,781.99,733.58,636.75,193.65,5.8,🟢 STABLE,Low,11,12
4426,954.0,785.91,617.81,281.62,672.38,17.6,🟡 DECLINING,Medium,8,9
4427,1207.8000000000002,1171.69,1135.57,1063.35,144.45,3.0,🟢 STABLE,Low,11,12
4428,1239.6,530.3,0.0,0.0,1239.6,57.2,🟠 RAPID DECLINE,High,1,1
4429,956.4000000000001,953.53,950.66,944.92,11.48,0.3,🟢 STABLE,Low,11,12
4430,736.8,667.91,599.02,461.24,275.56,9.3,🟢 STABLE,Low,11,12
4431,837.5999999999999,228.16,0.0,0.0,837.6,72.8,🔴 CRITICAL DECAY,Critical,1,2
4432,486.59999999999997,481.1,475.6,464.61,21.99,1.1,🟢 STABLE,Low,11,12
4433,907.8000000000001,102.04,0.0,0.0,907.8,88.8,🔴 CRITICAL DECAY,Critical,1,1
4434,1088.4,645.2,202.01,0.0,1088.4,40.7,🟠 RAPID DECLINE,High,3,4
4435,966.0,548.78,131.57,0.0,966.0,43.2,🟠 RAPID DECLINE,High,1,2
4436,727.2,614.77,502.35,277.5,449.7,15.5,🟡 DECLINING,Medium,9,10
4437,1213.8000000000002,1192.07,1170.35,1126.89,86.91,1.8,🟢 STABLE,Low,11,12
4438,299.4,295.75,292.09,284.79,14.61,1.2,🟢 STABLE,Low,11,12
4439,243.60000000000002,242.48,241.36,239.12,4.48,0.5,🟢 STABLE,Low,11,12
4440,720.0,701.93,683.86,647.71,72.29,2.5,🟢 STABLE,Low,11,12
4441,243.0,240.74,238.48,233.96,9.04,0.9,🟢 STABLE,Low,11,12
4442,942.0,149.78,0.0,0.0,942.0,84.1,🔴 CRITICAL DECAY,Critical,1,1
4443,537.0,286.38,35.76,0.0,537.0,46.7,🟠 RAPID DECLINE,High,1,2
4444,238.20000000000002,129.8,21.39,0.0,238.2,45.5,🟠 RAPID DECLINE,High,1,2
4445,1176.0,1157.89,1139.78,1103.56,72.44,1.5,🟢 STABLE,Low,11,12
4446,958.8000000000001,135.86,0.0,0.0,958.8,85.8,🔴 CRITICAL DECAY,Critical,1,1
4447,1292.4,1004.97,717.54,142.68,1149.72,22.2,🟡 DECLINING,Medium,6,7
4448,1196.4,317.88,0.0,0.0,1196.4,73.4,🔴 CRITICAL DECAY,Critical,1,1
4449,1256.4,1230.9,1205.39,1154.38,102.02,2.0,🟢 STABLE,Low,11,12
4450,703.2,372.13,41.07,0.0,703.2,47.1,🟠 RAPID DECLINE,High,3,4
4451,1126.8000000000002,508.07,0.0,0.0,1126.8,54.9,🟠 RAPID DECLINE,High,1,1
4452,1037.4,1032.21,1027.03,1016.65,20.75,0.5,🟢 STABLE,Low,11,12
4453,1182.0,101.89,0.0,0.0,1182.0,91.4,🔴 CRITICAL DECAY,Critical,1,1
4454,232.79999999999998,136.96,41.11,0.0,232.8,41.2,🟠 RAPID DECLINE,High,3,4
4455,605.4000000000001,158.55,0.0,0.0,605.4,73.8,🔴 CRITICAL DECAY,Critical,1,1
4456,299.4,297.15,294.91,290.42,8.98,0.8,🟢 STABLE,Low,11,12
4457,900.0,742.95,585.9,271.8,628.2,17.4,🟡 DECLINING,Medium,8,9
4458,1135.8000000000002,633.89,131.98,0.0,1135.8,44.2,🟠 RAPID DECLINE,High,1,1
4459,1203.0,35.97,0.0,0.0,1203.0,97.0,🔴 CRITICAL DECAY,Critical,1,1
4460,938.4000000000001,610.9,283.4,0.0,938.4,34.9,🟡 DECLINING,Medium,4,5
4461,1130.4,465.16,0.0,0.0,1130.4,58.8,🟠 RAPID DECLINE,High,1,2
4462,1061.4,279.25,0.0,0.0,1061.4,73.7,🔴 CRITICAL DECAY,Critical,1,1
4463,838.1999999999999,56.91,0.0,0.0,838.2,93.2,🔴 CRITICAL DECAY,Critical,1,1
4464,980.4000000000001,862.26,744.12,507.85,472.55,12.1,🟢 STABLE,Low,11,12
4465,600.5999999999999,409.61,218.62,0.0,600.6,31.8,🟡 DECLINING,Medium,4,5
4466,958.8000000000001,147.27,0.0,0.0,958.8,84.6,🔴 CRITICAL DECAY,Critical,1,1
4467,834.5999999999999,786.69,738.79,642.98,191.62,5.7,🟢 STABLE,Low,11,12
4468,304.79999999999995,186.05,67.3,0.0,304.8,39.0,🟠 RAPID DECLINE,High,3,4
4469,1081.1999999999998,1058.17,1035.14,989.08,92.12,2.1,🟢 STABLE,Low,11,12
4470,535.8,311.62,87.44,0.0,535.8,41.8,🟠 RAPID DECLINE,High,1,2
4471,1005.0,859.58,714.15,423.31,581.69,14.5,🟢 STABLE,Low,10,11
4472,964.1999999999999,955.91,947.62,931.03,33.17,0.9,🟢 STABLE,Low,11,12
4473,1177.1999999999998,403.78,0.0,0.0,1177.2,65.7,🔴 CRITICAL DECAY,Critical,1,1
4474,640.2,630.79,621.38,602.56,37.64,1.5,🟢 STABLE,Low,11,12
4475,234.60000000000002,116.41,0.0,0.0,234.6,50.4,🟠 RAPID DECLINE,High,1,2
4476,250.79999999999998,130.57,10.33,0.0,250.8,47.9,🟠 RAPID DECLINE,High,1,1
4477,587.4000000000001,571.83,556.27,525.14,62.26,2.7,🟢 STABLE,Low,11,12
4478,650.4000000000001,297.17,0.0,0.0,650.4,54.3,🟠 RAPID DECLINE,High,1,1
4479,293.4,291.17,288.94,284.48,8.92,0.8,🟢 STABLE,Low,11,12
4480,832.8000000000001,95.11,0.0,0.0,832.8,88.6,🔴 CRITICAL DECAY,Critical,1,1
4481,481.79999999999995,431.16,380.53,279.25,202.55,10.5,🟢 STABLE,Low,11,12
4482,898.8000000000001,156.03,0.0,0.0,898.8,82.6,🔴 CRITICAL DECAY,Critical,1,1
4483,307.20000000000005,305.63,304.07,300.93,6.27,0.5,🟢 STABLE,Low,11,12
4484,844.1999999999999,57.32,0.0,0.0,844.2,93.2,🔴 CRITICAL DECAY,Critical,1,1
4485,1100.4,1095.89,1091.38,1082.35,18.05,0.4,🟢 STABLE,Low,11,12
4486,1070.4,943.13,815.86,561.32,509.08,11.9,🟢 STABLE,Low,11,12
4487,289.20000000000005,276.94,264.68,240.15,49.05,4.2,🟢 STABLE,Low,11,12
4488,889.8000000000001,369.09,0.0,0.0,889.8,58.5,🟠 RAPID DECLINE,High,1,1
4489,646.2,635.54,624.88,603.55,42.65,1.6,🟢 STABLE,Low,11,12
4490,1387.1999999999998,1074.8,762.41,137.61,1249.59,22.5,🟡 DECLINING,Medium,6,7
4491,237.0,164.05,91.1,0.0,237.0,30.8,🟡 DECLINING,Medium,4,5
4492,288.6,284.39,280.17,271.75,16.85,1.5,🟢 STABLE,Low,11,12
4493,303.6,300.47,297.35,291.09,12.51,1.0,🟢 STABLE,Low,11,12
4494,1011.5999999999999,303.38,0.0,0.0,1011.6,70.0,🔴 CRITICAL DECAY,Critical,1,2
4495,841.1999999999999,45.17,0.0,0.0,841.2,94.6,🔴 CRITICAL DECAY,Critical,1,1
4496,1077.0,1074.2,1071.4,1065.8,11.2,0.3,🟢 STABLE,Low,11,12
4497,1175.4,821.25,467.1,0.0,1175.4,30.1,🟡 DECLINING,Medium,4,5
4498,240.0,226.34,212.69,185.38,54.62,5.7,🟢 STABLE,Low,11,12
4499,939.5999999999999,571.18,202.77,0.0,939.6,39.2,🟠 RAPID DECLINE,High,3,4
4500,1246.8000000000002,1205.53,1164.26,1081.72,165.08,3.3,🟢 STABLE,Low,11,12
4501,248.39999999999998,246.98,245.57,242.74,5.66,0.6,🟢 STABLE,Low,11,12
4502,1161.6,305.15,0.0,0.0,1161.6,73.7,🔴 CRITICAL DECAY,Critical,1,1
4503,1132.8000000000002,442.58,0.0,0.0,1132.8,60.9,🔴 CRITICAL DECAY,Critical,1,1
4504,241.79999999999998,236.75,231.69,221.59,20.21,2.1,🟢 STABLE,Low,11,12
4505,312.0,310.44,308.88,305.76,6.24,0.5,🟢 STABLE,Low,11,12
4506,928.1999999999999,923.19,918.18,908.15,20.05,0.5,🟢 STABLE,Low,11,12
4507,792.5999999999999,660.55,528.51,264.41,528.19,16.7,🟡 DECLINING,Medium,9,10
4508,238.79999999999998,174.3,109.8,0.0,238.8,27.0,🟡 DECLINING,Medium,5,6
4509,1011.5999999999999,181.58,0.0,0.0,1011.6,82.1,🔴 CRITICAL DECAY,Critical,1,1
4510,817.8000000000001,657.1,496.4,175.01,642.79,19.7,🟡 DECLINING,Medium,7,8
4511,970.1999999999999,918.0,865.81,761.41,208.79,5.4,🟢 STABLE,Low,11,12
4512,906.0,901.2,896.4,886.79,19.21,0.5,🟢 STABLE,Low,11,12
4513,1109.4,1107.29,1105.18,1100.97,8.43,0.2,🟢 STABLE,Low,11,12
4514,967.1999999999999,328.17,0.0,0.0,967.2,66.1,🔴 CRITICAL DECAY,Critical,1,1
4515,998.4000000000001,400.26,0.0,0.0,998.4,59.9,🟠 RAPID DECLINE,High,1,2
4516,1050.6,1049.13,1047.66,1044.72,5.88,0.1,🟢 STABLE,Low,11,12
4517,1194.6,94.73,0.0,0.0,1194.6,92.1,🔴 CRITICAL DECAY,Critical,1,1
4518,975.0,138.94,0.0,0.0,975.0,85.7,🔴 CRITICAL DECAY,Critical,1,1
4519,1312.8000000000002,645.24,0.0,0.0,1312.8,50.9,🟠 RAPID DECLINE,High,2,3
4520,239.39999999999998,175.91,112.42,0.0,239.4,26.5,🟡 DECLINING,Medium,1,1
4521,546.5999999999999,432.52,318.45,90.3,456.3,20.9,🟡 DECLINING,Medium,7,8
4522,248.39999999999998,241.89,235.38,222.37,26.03,2.6,🟢 STABLE,Low,11,12
4523,903.5999999999999,395.42,0.0,0.0,903.6,56.2,🟠 RAPID DECLINE,High,1,2
4524,1191.0,377.07,0.0,0.0,1191.0,68.3,🔴 CRITICAL DECAY,Critical,1,1
4525,1120.8000000000002,885.77,650.74,180.67,940.13,21.0,🟡 DECLINING,Medium,7,8
4526,885.0,447.72,10.44,0.0,885.0,49.4,🟠 RAPID DECLINE,High,3,4
4527,965.4000000000001,905.55,845.69,725.98,239.42,6.2,🟢 STABLE,Low,11,12
4528,1057.8000000000002,853.33,648.85,239.91,817.89,19.3,🟡 DECLINING,Medium,7,8
4529,590.4000000000001,350.34,110.29,0.0,590.4,40.7,🟠 RAPID DECLINE,High,3,4
4530,235.79999999999998,234.83,233.87,231.93,3.87,0.4,🟢 STABLE,Low,11,12
4531,952.1999999999999,553.23,154.26,0.0,952.2,41.9,🟠 RAPID DECLINE,High,1,1
4532,957.0,157.81,0.0,0.0,957.0,83.5,🔴 CRITICAL DECAY,Critical,1,1
4533,1261.8000000000002,1247.42,1233.03,1204.26,57.54,1.1,🟢 STABLE,Low,11,12
4534,588.0,284.65,0.0,0.0,588.0,51.6,🟠 RAPID DECLINE,High,2,3
4535,1200.6,408.44,0.0,0.0,1200.6,66.0,🔴 CRITICAL DECAY,Critical,1,1
4536,832.1999999999999,56.51,0.0,0.0,832.2,93.2,🔴 CRITICAL DECAY,Critical,1,1
4537,597.5999999999999,218.0,0.0,0.0,597.6,63.5,🔴 CRITICAL DECAY,Critical,2,3
4538,1029.6,333.18,0.0,0.0,1029.6,67.6,🔴 CRITICAL DECAY,Critical,1,1
